ID,pfam,Longitude,Latitude,Habitat,Hit
3300007100,PF00905,-77.1012173,39.0042816,Digestive,1
3300007104,PF00905,-77.1012173,39.0042816,Digestive,1
3300007107,PF00905,-77.1012173,39.0042816,Digestive,2
3300007108,PF00905,-77.1012173,39.0042816,Digestive,1
3300007109,PF00905,-77.1012173,39.0042816,Digestive,2
3300007122,PF00905,-77.1012173,39.0042816,Digestive,3
3300007123,PF00905,-77.1012173,39.0042816,Digestive,2
3300007124,PF00905,-77.1012173,39.0042816,Digestive,1
3300007125,PF00905,-77.1012173,39.0042816,Digestive,1
3300007126,PF00905,-77.1012173,39.0042816,Digestive,2
3300007135,PF00905,-77.1012173,39.0042816,Digestive,1
3300007167,PF00905,-77.1012173,39.0042816,Digestive,3
3300007186,PF00905,-77.1012173,39.0042816,Digestive,2
3300007204,PF00905,-77.1012173,39.0042816,Digestive,1
3300007206,PF00905,-77.1012173,39.0042816,Digestive,1
3300007208,PF00905,-77.1012173,39.0042816,Digestive,1
3300007220,PF00905,-77.1012173,39.0042816,Digestive,3
3300007287,PF00905,-77.1012173,39.0042816,Digestive,1
3300007296,PF00905,-77.1012173,39.0042816,Digestive,4
3300007313,PF00905,-77.1012173,39.0042816,Digestive,2
3300007314,PF00905,-77.1012173,39.0042816,Digestive,1
3300007315,PF00905,-77.1012173,39.0042816,Digestive,1
3300007316,PF00905,-77.1012173,39.0042816,Digestive,2
3300007318,PF00905,-77.1012173,39.0042816,Digestive,1
3300007320,PF00905,-77.1012173,39.0042816,Digestive,1
3300007339,PF00905,-77.1012173,39.0042816,Digestive,3
3300007348,PF00905,-77.1012173,39.0042816,Digestive,1
3300007358,PF00905,-77.1012173,39.0042816,Digestive,3
3300007500,PF00905,-77.1012173,39.0042816,Digestive,2
3300007524,PF00905,-77.1012173,39.0042816,Digestive,1
3300007531,PF00905,-77.1012173,39.0042816,Digestive,1
3300007566,PF00905,-77.1012173,39.0042816,Digestive,2
3300007641,PF00905,-77.1012173,39.0042816,Digestive,1
3300007648,PF00905,-77.1012173,39.0042816,Digestive,1
3300007654,PF00905,-77.1012173,39.0042816,Digestive,1
3300007657,PF00905,-77.1012173,39.0042816,Digestive,1
3300007663,PF00905,-77.1012173,39.0042816,Digestive,2
3300007664,PF00905,-77.1012173,39.0042816,Digestive,3
3300007705,PF00905,-77.1012173,39.0042816,Digestive,1
3300007711,PF00905,-77.1012173,39.0042816,Digestive,2
3300007714,PF00905,-77.1012173,39.0042816,Digestive,2
3300007717,PF00905,-77.1012173,39.0042816,Digestive,1
3300007746,PF00905,-77.1012173,39.0042816,Digestive,1
3300007753,PF00905,-77.1012173,39.0042816,Digestive,1
3300007782,PF00905,-77.1012173,39.0042816,Digestive,1
3300007786,PF00905,-77.1012173,39.0042816,Digestive,1
3300007787,PF00905,-77.1012173,39.0042816,Digestive,1
3300007793,PF00905,-77.1012173,39.0042816,Digestive,2
3300007796,PF00905,-77.1012173,39.0042816,Digestive,2
3300007797,PF00905,-77.1012173,39.0042816,Digestive,1
3300007798,PF00905,-77.1012173,39.0042816,Digestive,2
3300007800,PF00905,-77.1012173,39.0042816,Digestive,1
3300007801,PF00905,-77.1012173,39.0042816,Digestive,1
3300007804,PF00905,-77.1012173,39.0042816,Digestive,1
3300007806,PF00905,-77.1012173,39.0042816,Digestive,1
3300007825,PF00905,-77.1012173,39.0042816,Digestive,1
3300007888,PF00905,-77.1012173,39.0042816,Digestive,1
3300007921,PF00905,-77.1012173,39.0042816,Digestive,1
3300007924,PF00905,-77.1012173,39.0042816,Digestive,2
3300007925,PF00905,-77.1012173,39.0042816,Digestive,1
3300007926,PF00905,-77.1012173,39.0042816,Digestive,1
3300007976,PF00905,-77.1012173,39.0042816,Digestive,1
3300007977,PF00905,-77.1012173,39.0042816,Digestive,1
3300007979,PF00905,-77.1012173,39.0042816,Digestive,3
3300007991,PF00905,-77.1012173,39.0042816,Digestive,1
3300007993,PF00905,-77.1012173,39.0042816,Digestive,2
3300007995,PF00905,-77.1012173,39.0042816,Digestive,2
3300007996,PF00905,-77.1012173,39.0042816,Digestive,3
3300007997,PF00905,-77.1012173,39.0042816,Digestive,1
3300008002,PF00905,-110.1342,38.9383,Digestive,1
3300008003,PF00905,-110.1342,38.9383,Other enviroment,1
3300008075,PF00905,-77.1012173,39.0042816,Other enviroment,3
3300008081,PF00905,-77.1012173,39.0042816,Digestive,2
3300008082,PF00905,-77.1012173,39.0042816,Digestive,4
3300008090,PF00905,-77.1012173,39.0042816,Digestive,2
3300008091,PF00905,-77.1012173,39.0042816,Digestive,6
3300008099,PF00905,-77.1012173,39.0042816,Digestive,1
3300008101,PF00905,-77.1012173,39.0042816,Digestive,1
3300008102,PF00905,-77.1012173,39.0042816,Digestive,1
3300008104,PF00905,-77.1012173,39.0042816,Digestive,3
3300008107,PF00905,-83.3309,41.7635,Digestive,6
3300008113,PF00905,-83.1945,41.8271,Freshwater,8
3300008128,PF00905,-77.1012173,39.0042816,Freshwater,1
3300008130,PF00905,-77.1012173,39.0042816,Digestive,1
3300008131,PF00905,-77.1012173,39.0042816,Digestive,1
3300008132,PF00905,-77.1012173,39.0042816,Digestive,2
3300008133,PF00905,-77.1012173,39.0042816,Digestive,2
3300008135,PF00905,-77.1012173,39.0042816,Digestive,1
3300008136,PF00905,-77.1012173,39.0042816,Digestive,1
3300008138,PF00905,-77.1012173,39.0042816,Digestive,2
3300008140,PF00905,-77.1012173,39.0042816,Digestive,2
3300008143,PF00905,-77.1012173,39.0042816,Digestive,2
3300008147,PF00905,-77.1012173,39.0042816,Digestive,2
3300008150,PF00905,-77.1012173,39.0042816,Digestive,1
3300008153,PF00905,-77.1012173,39.0042816,Digestive,3
3300008155,PF00905,-77.1012173,39.0042816,Digestive,2
3300008159,PF00905,-77.1012173,39.0042816,Digestive,2
3300008259,PF00905,-83.2538,41.7026,Digestive,2
3300008260,PF00905,-77.1012173,39.0042816,Freshwater,2
3300008266,PF00905,-83.2538,41.7026,Digestive,3
3300008267,PF00905,-83.2538,41.7026,Freshwater,2
3300008268,PF00905,-77.1012173,39.0042816,Freshwater,2
3300008271,PF00905,-77.1012173,39.0042816,Digestive,2
3300008273,PF00905,-77.1012173,39.0042816,Digestive,1
3300008274,PF00905,-77.1012173,39.0042816,Digestive,1
3300008275,PF00905,-77.1012173,39.0042816,Digestive,1
3300008278,PF00905,-77.1012173,39.0042816,Digestive,1
3300008280,PF00905,-77.1012173,39.0042816,Digestive,1
3300008283,PF00905,-77.1012173,39.0042816,Digestive,3
3300008339,PF00905,-83.2575,41.7032,Digestive,3
3300008448,PF00905,-83.2575,41.7032,Freshwater,10
3300008450,PF00905,-83.2575,41.7032,Freshwater,2
3300008451,PF00905,-83.2575,41.7032,Freshwater,2
3300008452,PF00905,-83.2575,41.7032,Freshwater,3
3300008459,PF00905,-83.2575,41.7032,Freshwater,2
3300008462,PF00905,-83.2575,41.7032,Freshwater,2
3300008483,PF00905,-77.1012173,39.0042816,Freshwater,1
3300008485,PF00905,-77.1012173,39.0042816,Digestive,2
3300008489,PF00905,-77.1012173,39.0042816,Digestive,2
3300008499,PF00905,-77.1012173,39.0042816,Digestive,2
3300008503,PF00905,-77.1012173,39.0042816,Digestive,3
3300008514,PF00905,-77.1012173,39.0042816,Digestive,2
3300008520,PF00905,-77.1012173,39.0042816,Digestive,1
3300008522,PF00905,-77.1012173,39.0042816,Digestive,2
3300008524,PF00905,-77.1012173,39.0042816,Digestive,1
3300008534,PF00905,-77.1012173,39.0042816,Digestive,1
3300008537,PF00905,-77.1012173,39.0042816,Digestive,1
3300008551,PF00905,-77.1012173,39.0042816,Digestive,2
3300008556,PF00905,-77.1012173,39.0042816,Digestive,2
3300008565,PF00905,-77.1012173,39.0042816,Digestive,2
3300008575,PF00905,-77.1012173,39.0042816,Digestive,1
3300008581,PF00905,-77.1012173,39.0042816,Digestive,1
3300008585,PF00905,-77.1012173,39.0042816,Digestive,1
3300008607,PF00905,-77.1012173,39.0042816,Digestive,1
3300008611,PF00905,-77.1012173,39.0042816,Digestive,1
3300008618,PF00905,-77.1012173,39.0042816,Digestive,1
3300008626,PF00905,-77.1012173,39.0042816,Digestive,6
3300008634,PF00905,-77.1012173,39.0042816,Digestive,1
3300008636,PF00905,-77.1012173,39.0042816,Digestive,2
3300008643,PF00905,-77.1012173,39.0042816,Digestive,2
3300008660,PF00905,-77.1012173,39.0042816,Digestive,2
3300008676,PF00905,-77.1012173,39.0042816,Digestive,1
3300008680,PF00905,-77.1012173,39.0042816,Digestive,1
3300008682,PF00905,-77.1012173,39.0042816,Digestive,2
3300008695,PF00905,-77.1012173,39.0042816,Digestive,1
3300008709,PF00905,-77.1012173,39.0042816,Digestive,1
3300008712,PF00905,-77.1012173,39.0042816,Digestive,1
3300008716,PF00905,-77.1012173,39.0042816,Digestive,2
3300008722,PF00905,-77.1012173,39.0042816,Digestive,1
3300008732,PF00905,-77.1012173,39.0042816,Digestive,2
3300008734,PF00905,-77.1012173,39.0042816,Digestive,2
3300008744,PF00905,-77.1012173,39.0042816,Digestive,2
3300008746,PF00905,-77.1012173,39.0042816,Digestive,1
3300008748,PF00905,-77.1012173,39.0042816,Digestive,2
3300008756,PF00905,-77.1012173,39.0042816,Digestive,2
3300009048,PF00905,-84.294,33.881,Digestive,1
3300009074,PF00905,7.9,54.1883,Other engineered,1
3300009151,PF00905,-72.5,46.8319,Marine,6
3300009154,PF00905,-72.5,46.8319,Freshwater,2
3300009182,PF00905,-72.5,46.8319,Freshwater,6
3300010157,PF00905,-72.5,46.8319,Freshwater,7
3300010158,PF00905,-72.5,46.8319,Freshwater,6
3300010334,PF00905,-72.5,46.8319,Freshwater,4
3300010354,PF00905,-76.0017,39.2637,Freshwater,8
3300010998,PF00905,-148.112,61.5997,Marine,1
3300011002,PF00905,-148.1128,61.5997,Digestive,2
3300011211,PF00905,-73.97,40.58,Digestive,1
3300011462,PF00905,-73.99,40.69,Other engineered,1
3300011819,PF00905,-118.4441,34.0722,Other engineered,1
3300011893,PF00905,-118.4441,34.0722,Digestive,1
3300011914,PF00905,-118.4441,34.0722,Digestive,1
3300011936,PF00905,-118.4441,34.0722,Digestive,2
3300011949,PF00905,-73.98,40.73,Digestive,1
3300011972,PF00905,-118.4441,34.0722,Other engineered,1
3300011974,PF00905,-118.4441,34.0722,Digestive,2
3300012983,PF00905,-122.5,38.04,Digestive,1
3300013751,PF00905,-118.4441,34.0722,Digestive,1
3300013753,PF00905,-118.4441,34.0722,Digestive,1
3300013842,PF00905,-121.788323,44.170555,Digestive,1
3300013843,PF00905,-121.788323,44.17096,Other Host-associated,1
3300014024,PF00905,-118.4441,34.0722,Other Host-associated,1
3300014026,PF00905,-118.4441,34.0722,Digestive,1
3300014038,PF00905,-118.4441,34.0722,Digestive,1
3300014043,PF00905,-105.584589,41.314168,Digestive,2
3300014539,PF00905,12.531,55.678,Digestive,1
3300014543,PF00905,12.531,55.678,Digestive,1
3300014557,PF00905,12.531,55.678,Digestive,2
3300014564,PF00905,12.531,55.678,Digestive,2
3300014749,PF00905,12.531,55.678,Digestive,1
3300014786,PF00905,-2.9677609,53.405936,Digestive,1
3300014922,PF00905,12.531,55.678,Other engineered,1
3300014934,PF00905,12.531,55.678,Digestive,2
3300014935,PF00905,12.531,55.678,Digestive,1
3300014946,PF00905,12.531,55.678,Digestive,1
3300014950,PF00905,12.531,55.678,Digestive,2
3300016725,PF00905,-122.2477251,37.8754404,Digestive,2
3300018405,PF00905,-76.9856,41.2451,Bioreactor,3
3300018411,PF00905,-76.9856,41.2451,Freshwater,2
3300018427,PF00905,-119.8405,34.4148,Freshwater,2
3300018430,PF00905,-119.8405,34.4148,Digestive,1
3300018475,PF00905,-119.6671,34.4204,Digestive,3
3300018478,PF00905,-121.7405,38.5449,Digestive,1
3300018487,PF00905,-121.7405,38.5449,Digestive,2
3300018493,PF00905,-119.6671,34.4204,Digestive,2
3300018495,PF00905,-119.6671,34.4204,Digestive,4
3300018878,PF00905,-119.6671,34.4204,Digestive,8
3300019376,PF00905,-119.8405,34.4148,Digestive,1
3300019378,PF00905,-119.8405,34.4148,Digestive,5
3300020045,PF00905,-88.945061,41.307262,Digestive,1
3300020183,PF00905,29.9042,-6.4446,Freshwater,1
3300020205,PF00905,18.6203826,59.83763399,Freshwater,4
3300021165,PF00905,-81.14,42.28,Freshwater,1
3300021254,PF00905,171.6,-42.26,Freshwater,2
3300021256,PF00905,171.6,-42.26,Digestive,3
3300021319,PF00905,-119.841,34.4149,Digestive,1
3300021400,PF00905,171.6,-42.26,Digestive,2
3300021431,PF00905,171.6,-42.26,Digestive,2
3300022358,PF00905,115.531482,-31.996565,Digestive,1
3300022490,PF00905,-0.51,38.38,Other enviroment,1
3300022589,PF00905,-119.8405,34.4148,Digestive,2
3300022602,PF00905,-89.6861,46.0412,Digestive,10
3300022660,PF00905,-119.6671,34.4204,Freshwater,7
3300022661,PF00905,-119.6671,34.4204,Digestive,5
3300022719,PF00905,14.57152778,-22.4849444,Digestive,2
3300022753,PF00905,-119.6671,34.4204,Other enviroment,3
3300023218,PF00905,15.07105556,-23.5071944,Digestive,1
3300023371,PF00905,-119.6671,34.4204,Other enviroment,6
3300023484,PF00905,-118.5301,34.2381,Digestive,2
3300023486,PF00905,-118.5301,34.2381,Digestive,1
3300023487,PF00905,-118.5301,34.2381,Digestive,2
3300023489,PF00905,-118.5301,34.2381,Digestive,2
3300023498,PF00905,-118.5301,34.2381,Digestive,4
3300023505,PF00905,-118.5301,34.2381,Digestive,1
3300023710,PF00905,-119.841,34.4149,Digestive,1
3300023717,PF00905,-118.5301,34.2381,Digestive,2
3300023720,PF00905,-118.5301,34.2381,Digestive,2
3300024268,PF00905,-119.6671,34.4204,Digestive,3
3300024269,PF00905,-119.6671,34.4204,Digestive,3
3300024270,PF00905,-119.6671,34.4204,Digestive,7
3300024272,PF00905,-119.6671,34.4204,Digestive,5
3300024303,PF00905,-119.6671,34.4204,Digestive,8
3300025382,PF00905,-89.6063,46.0072,Digestive,1
3300025518,PF00905,-122.4391613,38.8739528,Freshwater,1
3300025667,PF00905,-123.5,48.6,Other enviroment,1
3300025716,PF00905,-156.788622,71.290565,Marine,1
3300026522,PF00905,-112.8418,49.6935,Soil,5
3300026549,PF00905,-112.8418,49.6935,Digestive,6
3300026863,PF00905,-122.0239394,37.9313884,Digestive,1
3300027374,PF00905,16.37,48.2,Thermal,1
3300027568,PF00905,11.881,50.1318,Digestive,1
3300027708,PF00905,-72.5,46.8319,Soil,5
3300027741,PF00905,-72.5,46.8319,Freshwater,1
3300027747,PF00905,-72.5,46.8319,Freshwater,3
3300027789,PF00905,-87.895,43.023,Freshwater,1
3300027891,PF00905,34.856,0.2917,Other engineered,1
3300027892,PF00905,-86.5698,43.1998,Digestive,3
3300027896,PF00905,-86.23,41.7,Freshwater,4
3300027985,PF00905,-13.350021,-15.160005,Freshwater,1
3300028048,PF00905,-112.8418,49.6935,Marine,6
3300028175,PF00905,-123.5,48.6,Digestive,1
3300028242,PF00905,-119.8405,34.4148,Marine,1
3300028422,PF00905,-13.350021,-15.160005,Digestive,1
3300028586,PF00905,-117.7043,33.7417,Marine,1
3300028591,PF00905,175.6106,-40.3794,Other enviroment,1
3300028625,PF00905,-88.23,44.11,Digestive,1
3300028805,PF00905,175.6106,-40.3794,Bioreactor,3
3300028825,PF00905,-130.013868,45.933177,Digestive,1
3300028832,PF00905,146.8351,-19.6574,Marine,1
3300028833,PF00905,175.6106,-40.3794,Digestive,1
3300028886,PF00905,-112.8418,49.6935,Digestive,2
3300028914,PF00905,146.8351,-19.6574,Digestive,1
3300028961,PF00905,12.531,55.678,Digestive,1
3300028964,PF00905,12.531,55.678,Digestive,1
3300028965,PF00905,12.531,55.678,Digestive,1
3300028966,PF00905,12.531,55.678,Digestive,1
3300028969,PF00905,12.531,55.678,Digestive,2
3300028976,PF00905,12.531,55.678,Digestive,1
3300028992,PF00905,12.531,55.678,Digestive,1
3300029004,PF00905,12.531,55.678,Digestive,1
3300029013,PF00905,12.531,55.678,Digestive,1
3300029017,PF00905,12.568337,55.676097,Digestive,1
3300029026,PF00905,12.531,55.678,Digestive,1
3300029027,PF00905,12.531,55.678,Digestive,1
3300029034,PF00905,12.531,55.678,Digestive,1
3300029035,PF00905,12.568337,55.676097,Digestive,2
3300029038,PF00905,12.531,55.678,Digestive,2
3300029047,PF00905,12.531,55.678,Digestive,1
3300029048,PF00905,12.531,55.678,Digestive,1
3300029051,PF00905,12.531,55.678,Digestive,2
3300029052,PF00905,12.531,55.678,Digestive,1
3300029053,PF00905,12.531,55.678,Digestive,1
3300029054,PF00905,12.531,55.678,Digestive,1
3300029056,PF00905,12.531,55.678,Digestive,1
3300029058,PF00905,12.531,55.678,Digestive,2
3300029077,PF00905,12.568337,55.676097,Digestive,2
3300029082,PF00905,12.568337,55.676097,Digestive,2
3300029090,PF00905,12.568337,55.676097,Digestive,2
3300029091,PF00905,12.568337,55.676097,Digestive,2
3300029100,PF00905,12.568337,55.676097,Digestive,1
3300029115,PF00905,116.4156125,39.911947,Digestive,1
3300029116,PF00905,116.4156125,39.911947,Digestive,2
3300029119,PF00905,116.4156125,39.911947,Digestive,1
3300029126,PF00905,116.4156125,39.911947,Digestive,2
3300029130,PF00905,116.4156125,39.911947,Digestive,2
3300029134,PF00905,116.4156125,39.911947,Digestive,4
3300029135,PF00905,116.4156125,39.911947,Digestive,1
3300029138,PF00905,116.4156125,39.911947,Digestive,1
3300029193,PF00905,116.4156125,39.911947,Digestive,1
3300029204,PF00905,116.4156125,39.911947,Digestive,1
3300029208,PF00905,116.4156125,39.911947,Digestive,2
3300029213,PF00905,116.4156125,39.911947,Digestive,1
3300029214,PF00905,116.4156125,39.911947,Digestive,2
3300029218,PF00905,116.4156125,39.911947,Digestive,1
3300029220,PF00905,116.4156125,39.911947,Digestive,2
3300029221,PF00905,-2.9677609,53.405936,Digestive,1
3300029238,PF00905,116.4156125,39.911947,Other engineered,1
3300029243,PF00905,116.4156125,39.911947,Digestive,1
3300029245,PF00905,116.4156125,39.911947,Digestive,4
3300029246,PF00905,116.4156125,39.911947,Digestive,2
3300029249,PF00905,116.4156125,39.911947,Digestive,2
3300029253,PF00905,116.4156125,39.911947,Digestive,2
3300029254,PF00905,116.4156125,39.911947,Digestive,3
3300029257,PF00905,116.4156125,39.911947,Digestive,4
3300029263,PF00905,147.4162,-62.3239,Digestive,1
3300029303,PF00905,116.4156125,39.911947,Marine,1
3300029315,PF00905,-76.62594594,39.28846264,Digestive,2
3300029316,PF00905,-76.62594594,39.28846264,Digestive,2
3300029324,PF00905,120,30,Digestive,1
3300029325,PF00905,-76.62594594,39.28846264,Digestive,3
3300029328,PF00905,-76.62594594,39.28846264,Digestive,4
3300029330,PF00905,-76.62594594,39.28846264,Digestive,2
3300029334,PF00905,-76.62594594,39.28846264,Digestive,2
3300029337,PF00905,120,30,Digestive,3
3300029342,PF00905,-76.62594594,39.28846264,Digestive,3
3300029353,PF00905,-76.62594594,39.28846264,Digestive,3
3300029354,PF00905,-76.62594594,39.28846264,Digestive,2
3300029355,PF00905,-76.62594594,39.28846264,Digestive,2
3300029357,PF00905,-76.62594594,39.28846264,Digestive,3
3300029360,PF00905,-76.62594594,39.28846264,Digestive,2
3300029363,PF00905,-76.62594594,39.28846264,Digestive,1
3300029365,PF00905,-76.62594594,39.28846264,Digestive,2
3300029370,PF00905,-76.62594594,39.28846264,Digestive,1
3300029373,PF00905,-76.62594594,39.28846264,Digestive,4
3300029375,PF00905,-76.62594594,39.28846264,Digestive,3
3300029376,PF00905,-76.62594594,39.28846264,Digestive,3
3300029378,PF00905,-76.62594594,39.28846264,Digestive,1
3300029384,PF00905,-76.62594594,39.28846264,Digestive,1
3300029385,PF00905,-76.62594594,39.28846264,Digestive,2
3300029386,PF00905,-76.62594594,39.28846264,Digestive,1
3300029387,PF00905,-76.62594594,39.28846264,Digestive,4
3300029392,PF00905,-76.62594594,39.28846264,Digestive,1
3300029400,PF00905,-76.62594594,39.28846264,Digestive,2
3300029403,PF00905,120,30,Digestive,3
3300029406,PF00905,-76.62594594,39.28846264,Digestive,1
3300029407,PF00905,-76.62594594,39.28846264,Digestive,3
3300029410,PF00905,-76.62594594,39.28846264,Digestive,3
3300029412,PF00905,-76.62594594,39.28846264,Digestive,5
3300029415,PF00905,120,30,Digestive,1
3300029418,PF00905,-76.62594594,39.28846264,Digestive,3
3300029419,PF00905,-76.62594594,39.28846264,Digestive,4
3300029421,PF00905,-76.62594594,39.28846264,Digestive,3
3300029422,PF00905,-76.62594594,39.28846264,Digestive,2
3300029423,PF00905,-76.62594594,39.28846264,Digestive,1
3300029424,PF00905,-76.62594594,39.28846264,Digestive,1
3300029426,PF00905,-76.62594594,39.28846264,Digestive,3
